Country,Year,Bronze,Silver,Gold,Points
AFG,1936,0,0,0,0
AFG,1948,0,0,0,0
AFG,1956,0,0,0,0
AFG,1960,0,0,0,0
AFG,1964,0,0,0,0
AFG,1968,0,0,0,0
AFG,1972,0,0,0,0
AFG,1980,0,0,0,0
AFG,1988,0,0,0,0
AFG,1996,0,0,0,0
AFG,2004,0,0,0,0
AFG,2008,1,0,0,1
AFG,2012,1,0,0,1
AFG,2016,0,0,0,0
AHO,1952,0,0,0,0
AHO,1960,0,0,0,0
AHO,1964,0,0,0,0
AHO,1968,0,0,0,0
AHO,1972,0,0,0,0
AHO,1976,0,0,0,0
AHO,1984,0,0,0,0
AHO,1988,0,1,0,3
AHO,1992,0,0,0,0
AHO,1996,0,0,0,0
AHO,2000,0,0,0,0
AHO,2004,0,0,0,0
AHO,2008,0,0,0,0
ALB,1972,0,0,0,0
ALB,1992,0,0,0,0
ALB,1996,0,0,0,0
ALB,2000,0,0,0,0
ALB,2004,0,0,0,0
ALB,2008,0,0,0,0
ALB,2012,0,0,0,0
ALB,2016,0,0,0,0
ALG,1964,0,0,0,0
ALG,1968,0,0,0,0
ALG,1972,0,0,0,0
ALG,1980,0,0,0,0
ALG,1984,2,0,0,2
ALG,1988,0,0,0,0
ALG,1992,1,0,1,6
ALG,1996,1,0,2,11
ALG,2000,3,1,1,11
ALG,2004,0,0,0,0
ALG,2008,1,1,0,4
ALG,2012,0,0,1,5
ALG,2016,0,2,0,6
AND,1976,0,0,0,0
AND,1980,0,0,0,0
AND,1984,0,0,0,0
AND,1988,0,0,0,0
AND,1992,0,0,0,0
AND,1996,0,0,0,0
AND,2000,0,0,0,0
AND,2004,0,0,0,0
AND,2008,0,0,0,0
AND,2012,0,0,0,0
AND,2016,0,0,0,0
ANG,1980,0,0,0,0
ANG,1988,0,0,0,0
ANG,1992,0,0,0,0
ANG,1996,0,0,0,0
ANG,2000,0,0,0,0
ANG,2004,0,0,0,0
ANG,2008,0,0,0,0
ANG,2012,0,0,0,0
ANG,2016,0,0,0,0
ANT,1976,0,0,0,0
ANT,1984,0,0,0,0
ANT,1988,0,0,0,0
ANT,1992,0,0,0,0
ANT,1996,0,0,0,0
ANT,2000,0,0,0,0
ANT,2004,0,0,0,0
ANT,2008,0,0,0,0
ANT,2012,0,0,0,0
ANT,2016,0,0,0,0
ANZ,1908,2,2,15,83
ANZ,1912,3,2,5,34
ARG,1900,0,0,0,0
ARG,1908,0,0,0,0
ARG,1920,0,0,0,0
ARG,1924,2,3,5,36
ARG,1928,5,18,3,74
ARG,1932,0,1,3,18
ARG,1936,4,2,5,35
ARG,1948,1,7,3,37
ARG,1952,2,2,2,18
ARG,1956,1,1,0,4
ARG,1960,1,3,0,10
ARG,1964,0,1,0,3
ARG,1968,2,0,0,2
ARG,1972,0,1,0,3
ARG,1976,0,0,0,0
ARG,1984,0,0,0,0
ARG,1988,12,1,0,15
ARG,1992,2,0,0,2
ARG,1996,1,19,0,58
ARG,2000,3,17,0,54
ARG,2004,21,0,28,161
ARG,2008,31,0,20,131
ARG,2012,3,15,1,53
ARG,2016,0,1,21,108
ARM,1996,0,1,1,8
ARM,2000,1,0,0,1
ARM,2004,0,0,0,0
ARM,2008,6,0,0,6
ARM,2012,2,1,0,5
ARM,2016,0,3,1,14
ARU,1988,0,0,0,0
ARU,1992,0,0,0,0
ARU,1996,0,0,0,0
ARU,2000,0,0,0,0
ARU,2004,0,0,0,0
ARU,2008,0,0,0,0
ARU,2012,0,0,0,0
ARU,2016,0,0,0,0
ASA,1988,0,0,0,0
ASA,1992,0,0,0,0
ASA,1996,0,0,0,0
ASA,2000,0,0,0,0
ASA,2004,0,0,0,0
ASA,2008,0,0,0,0
ASA,2012,0,0,0,0
ASA,2016,0,0,0,0
AUS,1896,1,0,2,11
AUS,1900,3,0,3,18
AUS,1904,1,3,0,10
AUS,1906,3,0,0,3
AUS,1920,1,6,0,19
AUS,1924,2,5,3,32
AUS,1928,1,2,1,12
AUS,1932,1,1,3,19
AUS,1936,1,0,0,1
AUS,1948,5,9,2,42
AUS,1952,11,2,7,52
AUS,1956,26,13,28,205
AUS,1960,11,24,11,138
AUS,1964,30,6,8,88
AUS,1968,11,35,5,141
AUS,1972,2,7,11,78
AUS,1976,8,15,0,53
AUS,1980,5,2,6,41
AUS,1984,31,14,7,108
AUS,1988,11,6,18,119
AUS,1992,16,27,14,167
AUS,1996,84,16,32,292
AUS,2000,54,69,60,561
AUS,2004,31,77,49,507
AUS,2008,76,42,31,357
AUS,2012,59,37,18,260
AUS,2016,25,34,23,242
AUT,1896,2,1,2,15
AUT,1900,3,3,0,12
AUT,1904,1,1,2,14
AUT,1906,3,3,3,27
AUT,1908,1,0,0,1
AUT,1912,5,9,0,32
AUT,1924,1,3,0,10
AUT,1928,2,0,3,17
AUT,1932,3,1,1,11
AUT,1936,7,42,6,163
AUT,1948,4,2,2,20
AUT,1952,2,1,0,5
AUT,1956,4,0,0,4
AUT,1960,0,2,1,11
AUT,1964,0,0,0,0
AUT,1968,3,2,0,9
AUT,1972,2,1,0,5
AUT,1976,1,0,0,1
AUT,1980,1,3,1,15
AUT,1984,1,1,1,9
AUT,1988,0,0,1,5
AUT,1992,0,6,0,18
AUT,1996,2,1,0,5
AUT,2000,0,1,3,18
AUT,2004,1,4,3,28
AUT,2008,2,1,0,5
AUT,2012,0,0,0,0
AUT,2016,2,0,0,2
AZE,1996,0,1,0,3
AZE,2000,1,0,2,11
AZE,2004,4,0,1,9
AZE,2008,4,2,1,15
AZE,2012,6,2,2,22
AZE,2016,10,7,1,36
BAH,1952,0,0,0,0
BAH,1956,2,0,0,2
BAH,1960,0,0,0,0
BAH,1964,0,0,2,10
BAH,1968,0,0,0,0
BAH,1972,0,0,0,0
BAH,1976,0,0,0,0
BAH,1984,0,0,0,0
BAH,1988,0,0,0,0
BAH,1992,1,0,0,1
BAH,1996,0,5,0,15
BAH,2000,5,0,6,35
BAH,2004,1,0,1,6
BAH,2008,1,6,0,19
BAH,2012,0,0,4,20
BAH,2016,5,0,1,10
BAN,1984,0,0,0,0
BAN,1988,0,0,0,0
BAN,1992,0,0,0,0
BAN,1996,0,0,0,0
BAN,2000,0,0,0,0
BAN,2004,0,0,0,0
BAN,2008,0,0,0,0
BAN,2012,0,0,0,0
BAN,2016,0,0,0,0
BAR,1968,0,0,0,0
BAR,1972,0,0,0,0
BAR,1976,0,0,0,0
BAR,1984,0,0,0,0
BAR,1988,0,0,0,0
BAR,1992,0,0,0,0
BAR,1996,0,0,0,0
BAR,2000,1,0,0,1
BAR,2004,0,0,0,0
BAR,2008,0,0,0,0
BAR,2012,0,0,0,0
BAR,2016,0,0,0,0
BDI,1996,0,0,1,5
BDI,2000,0,0,0,0
BDI,2004,0,0,0,0
BDI,2008,0,0,0,0
BDI,2012,0,0,0,0
BDI,2016,0,1,0,3
BEL,1900,13,24,6,115
BEL,1906,6,3,2,25
BEL,1908,8,24,1,85
BEL,1912,11,1,7,49
BEL,1920,66,65,57,546
BEL,1924,6,30,3,111
BEL,1928,4,1,0,7
BEL,1932,1,0,0,1
BEL,1936,14,0,0,14
BEL,1948,8,2,5,39
BEL,1952,0,3,5,34
BEL,1956,0,2,0,6
BEL,1960,2,2,0,8
BEL,1964,1,0,2,11
BEL,1968,2,1,0,5
BEL,1972,0,2,0,6
BEL,1976,6,3,0,15
BEL,1980,0,0,1,5
BEL,1984,2,2,1,13
BEL,1988,2,0,0,2
BEL,1992,2,1,0,5
BEL,1996,2,2,2,18
BEL,2000,4,3,0,13
BEL,2004,2,0,1,7
BEL,2008,0,4,1,17
BEL,2012,2,1,0,5
BEL,2016,2,17,2,63
BEN,1972,0,0,0,0
BEN,1980,0,0,0,0
BEN,1984,0,0,0,0
BEN,1988,0,0,0,0
BEN,1992,0,0,0,0
BEN,1996,0,0,0,0
BEN,2000,0,0,0,0
BEN,2004,0,0,0,0
BEN,2008,0,0,0,0
BEN,2012,0,0,0,0
BEN,2016,0,0,0,0
BER,1936,0,0,0,0
BER,1948,0,0,0,0
BER,1952,0,0,0,0
BER,1956,0,0,0,0
BER,1960,0,0,0,0
BER,1964,0,0,0,0
BER,1968,0,0,0,0
BER,1972,0,0,0,0
BER,1976,1,0,0,1
BER,1984,0,0,0,0
BER,1988,0,0,0,0
BER,1992,0,0,0,0
BER,1996,0,0,0,0
BER,2000,0,0,0,0
BER,2004,0,0,0,0
BER,2008,0,0,0,0
BER,2012,0,0,0,0
BER,2016,0,0,0,0
BHU,1984,0,0,0,0
BHU,1988,0,0,0,0
BHU,1992,0,0,0,0
BHU,1996,0,0,0,0
BHU,2000,0,0,0,0
BHU,2004,0,0,0,0
BHU,2008,0,0,0,0
BHU,2012,0,0,0,0
BHU,2016,0,0,0,0
BIH,1992,0,0,0,0
BIH,1996,0,0,0,0
BIH,2000,0,0,0,0
BIH,2004,0,0,0,0
BIH,2008,0,0,0,0
BIH,2012,0,0,0,0
BIH,2016,0,0,0,0
BIZ,1968,0,0,0,0
BIZ,1972,0,0,0,0
BIZ,1976,0,0,0,0
BIZ,1984,0,0,0,0
BIZ,1988,0,0,0,0
BIZ,1992,0,0,0,0
BIZ,1996,0,0,0,0
BIZ,2000,0,0,0,0
BIZ,2004,0,0,0,0
BIZ,2008,0,0,0,0
BIZ,2012,0,0,0,0
BIZ,2016,0,0,0,0
BLR,1996,16,6,1,39
BLR,2000,11,8,3,50
BLR,2004,8,5,2,33
BLR,2008,16,5,8,71
BLR,2012,8,12,3,59
BLR,2016,7,4,1,24
BOH,1900,2,1,0,5
BOH,1906,3,0,0,3
BOH,1908,6,0,0,6
BOH,1912,0,0,0,0
BOL,1936,0,0,0,0
BOL,1964,0,0,0,0
BOL,1968,0,0,0,0
BOL,1972,0,0,0,0
BOL,1976,0,0,0,0
BOL,1984,0,0,0,0
BOL,1988,0,0,0,0
BOL,1992,0,0,0,0
BOL,1996,0,0,0,0
BOL,2000,0,0,0,0
BOL,2004,0,0,0,0
BOL,2008,0,0,0,0
BOL,2012,0,0,0,0
BOL,2016,0,0,0,0
BOT,1980,0,0,0,0
BOT,1984,0,0,0,0
BOT,1988,0,0,0,0
BOT,1992,0,0,0,0
BOT,1996,0,0,0,0
BOT,2000,0,0,0,0
BOT,2004,0,0,0,0
BOT,2008,0,0,0,0
BOT,2012,0,1,0,3
BOT,2016,0,0,0,0
BRA,1900,0,0,0,0
BRA,1920,5,1,1,13
BRA,1924,0,0,0,0
BRA,1932,0,0,0,0
BRA,1936,0,0,0,0
BRA,1948,10,0,0,10
BRA,1952,2,0,1,7
BRA,1956,0,0,1,5
BRA,1960,13,0,0,13
BRA,1964,12,0,0,12
BRA,1968,3,1,0,6
BRA,1972,2,0,0,2
BRA,1976,3,0,0,3
BRA,1980,5,0,4,25
BRA,1984,2,33,1,106
BRA,1988,5,17,1,61
BRA,1992,0,1,13,68
BRA,1996,43,15,5,113
BRA,2000,36,12,0,72
BRA,2004,3,19,18,150
BRA,2008,30,34,14,202
BRA,2012,11,34,14,183
BRA,2016,6,8,36,210
BRN,1984,0,0,0,0
BRN,1988,0,0,0,0
BRN,1992,0,0,0,0
BRN,1996,0,0,0,0
BRN,2000,0,0,0,0
BRN,2004,0,0,0,0
BRN,2008,0,0,0,0
BRN,2012,1,0,0,1
BRN,2016,0,1,1,8
BRU,1996,0,0,0,0
BRU,2000,0,0,0,0
BRU,2004,0,0,0,0
BRU,2012,0,0,0,0
BRU,2016,0,0,0,0
BUL,1924,0,0,0,0
BUL,1928,0,0,0,0
BUL,1932,0,0,0,0
BUL,1936,0,0,0,0
BUL,1952,1,0,0,1
BUL,1956,14,3,1,28
BUL,1960,3,3,1,17
BUL,1964,2,5,3,32
BUL,1968,3,21,2,76
BUL,1972,6,10,6,66
BUL,1976,18,13,8,97
BUL,1980,38,44,8,210
BUL,1988,17,14,10,109
BUL,1992,7,7,3,43
BUL,1996,6,12,3,57
BUL,2000,2,6,5,45
BUL,2004,14,1,2,27
BUL,2008,3,1,1,11
BUL,2012,1,1,0,4
BUL,2016,6,1,0,9
BUR,1972,0,0,0,0
BUR,1988,0,0,0,0
BUR,1992,0,0,0,0
BUR,1996,0,0,0,0
BUR,2000,0,0,0,0
BUR,2004,0,0,0,0
BUR,2008,0,0,0,0
BUR,2012,0,0,0,0
BUR,2016,0,0,0,0
CAF,1968,0,0,0,0
CAF,1984,0,0,0,0
CAF,1988,0,0,0,0
CAF,1992,0,0,0,0
CAF,1996,0,0,0,0
CAF,2000,0,0,0,0
CAF,2004,0,0,0,0
CAF,2008,0,0,0,0
CAF,2012,0,0,0,0
CAF,2016,0,0,0,0
CAM,1956,0,0,0,0
CAM,1964,0,0,0,0
CAM,1972,0,0,0,0
CAM,1996,0,0,0,0
CAM,2000,0,0,0,0
CAM,2004,0,0,0,0
CAM,2008,0,0,0,0
CAM,2012,0,0,0,0
CAM,2016,0,0,0,0
CAN,1900,1,0,1,6
CAN,1904,12,9,27,174
CAN,1906,0,1,1,8
CAN,1908,30,8,14,124
CAN,1912,3,2,3,24
CAN,1920,3,3,10,62
CAN,1924,1,19,0,58
CAN,1928,21,5,7,71
CAN,1932,24,13,2,73
CAN,1936,9,12,1,50
CAN,1948,5,2,0,11
CAN,1952,0,3,1,14
CAN,1956,5,9,5,57
CAN,1960,0,9,0,27
CAN,1964,1,2,2,17
CAN,1968,4,3,3,28
CAN,1972,9,2,0,15
CAN,1976,14,9,0,41
CAN,1984,32,36,19,235
CAN,1988,14,5,4,49
CAN,1992,12,5,27,162
CAN,1996,12,30,8,142
CAN,2000,23,4,4,55
CAN,2004,4,10,3,49
CAN,2008,11,13,11,105
CAN,2012,33,21,1,101
CAN,2016,61,4,4,93
CAY,1976,0,0,0,0
CAY,1984,0,0,0,0
CAY,1988,0,0,0,0
CAY,1992,0,0,0,0
CAY,1996,0,0,0,0
CAY,2000,0,0,0,0
CAY,2004,0,0,0,0
CAY,2008,0,0,0,0
CAY,2012,0,0,0,0
CAY,2016,0,0,0,0
CGO,1964,0,0,0,0
CGO,1972,0,0,0,0
CGO,1980,0,0,0,0
CGO,1984,0,0,0,0
CGO,1988,0,0,0,0
CGO,1992,0,0,0,0
CGO,1996,0,0,0,0
CGO,2000,0,0,0,0
CGO,2004,0,0,0,0
CGO,2008,0,0,0,0
CGO,2012,0,0,0,0
CGO,2016,0,0,0,0
CHA,1964,0,0,0,0
CHA,1968,0,0,0,0
CHA,1972,0,0,0,0
CHA,1984,0,0,0,0
CHA,1988,0,0,0,0
CHA,1992,0,0,0,0
CHA,1996,0,0,0,0
CHA,2000,0,0,0,0
CHA,2004,0,0,0,0
CHA,2008,0,0,0,0
CHA,2012,0,0,0,0
CHA,2016,0,0,0,0
CHI,1912,0,0,0,0
CHI,1920,0,0,0,0
CHI,1924,0,0,0,0
CHI,1928,0,1,0,3
CHI,1936,0,0,0,0
CHI,1948,0,0,0,0
CHI,1952,0,4,0,12
CHI,1956,2,2,0,8
CHI,1960,0,0,0,0
CHI,1964,0,0,0,0
CHI,1968,0,0,0,0
CHI,1972,0,0,0,0
CHI,1976,0,0,0,0
CHI,1984,0,0,0,0
CHI,1988,0,1,0,3
CHI,1992,0,0,0,0
CHI,1996,0,0,0,0
CHI,2000,17,0,0,17
CHI,2004,1,0,3,16
CHI,2008,0,1,0,3
CHI,2012,0,0,0,0
CHI,2016,0,0,0,0
CHN,1932,0,0,0,0
CHN,1936,0,0,0,0
CHN,1948,0,0,0,0
CHN,1952,0,0,0,0
CHN,1984,37,13,24,196
CHN,1988,30,16,6,108
CHN,1992,19,45,18,244
CHN,1996,17,70,19,322
CHN,2000,17,23,39,281
CHN,2004,15,27,52,356
CHN,2008,57,53,74,586
CHN,2012,29,40,56,429
CHN,2016,37,30,46,357
CIV,1964,0,0,0,0
CIV,1968,0,0,0,0
CIV,1972,0,0,0,0
CIV,1976,0,0,0,0
CIV,1984,0,1,0,3
CIV,1988,0,0,0,0
CIV,1992,0,0,0,0
CIV,1996,0,0,0,0
CIV,2000,0,0,0,0
CIV,2004,0,0,0,0
CIV,2008,0,0,0,0
CIV,2012,0,0,0,0
CIV,2016,1,0,1,6
CMR,1964,0,0,0,0
CMR,1968,0,1,0,3
CMR,1972,0,0,0,0
CMR,1976,0,0,0,0
CMR,1980,0,0,0,0
CMR,1984,1,0,0,1
CMR,1988,0,0,0,0
CMR,1992,0,0,0,0
CMR,1996,0,0,0,0
CMR,2000,0,0,18,90
CMR,2004,0,0,1,5
CMR,2008,0,0,1,5
CMR,2012,0,0,0,0
CMR,2016,0,0,0,0
COD,1968,0,0,0,0
COD,1984,0,0,0,0
COD,1988,0,0,0,0
COD,1992,0,0,0,0
COD,1996,0,0,0,0
COD,2000,0,0,0,0
COD,2004,0,0,0,0
COD,2008,0,0,0,0
COD,2012,0,0,0,0
COD,2016,0,0,0,0
COK,1988,0,0,0,0
COK,1992,0,0,0,0
COK,1996,0,0,0,0
COK,2000,0,0,0,0
COK,2004,0,0,0,0
COK,2008,0,0,0,0
COK,2012,0,0,0,0
COK,2016,0,0,0,0
COL,1900,0,1,0,3
COL,1932,0,0,0,0
COL,1936,0,0,0,0
COL,1948,0,0,0,0
COL,1956,0,0,0,0
COL,1960,0,0,0,0
COL,1964,0,0,0,0
COL,1968,0,0,0,0
COL,1972,2,1,0,5
COL,1976,0,0,0,0
COL,1980,0,0,0,0
COL,1984,0,1,0,3
COL,1988,1,0,0,1
COL,1992,1,0,0,1
COL,1996,0,0,0,0
COL,2000,0,0,1,5
COL,2004,2,0,0,2
COL,2008,1,1,0,4
COL,2012,4,3,1,18
COL,2016,3,2,3,24
COM,1996,0,0,0,0
COM,2000,0,0,0,0
COM,2004,0,0,0,0
COM,2008,0,0,0,0
COM,2012,0,0,0,0
COM,2016,0,0,0,0
Country,Year,Bronze,Silver,Gold,Total points
CPV,1996,0,0,0,0
CPV,2000,0,0,0,0
CPV,2004,0,0,0,0
CPV,2008,0,0,0,0
CPV,2012,0,0,0,0
CPV,2016,0,0,0,0
CRC,1936,0,0,0,0
CRC,1964,0,0,0,0
CRC,1968,0,0,0,0
CRC,1972,0,0,0,0
CRC,1976,0,0,0,0
CRC,1980,0,0,0,0
CRC,1984,0,0,0,0
CRC,1988,0,1,0,3
CRC,1992,0,0,0,0
CRC,1996,0,0,1,5
CRC,2000,2,0,0,2
CRC,2004,0,0,0,0
CRC,2008,0,0,0,0
CRC,2012,0,0,0,0
CRC,2016,0,0,0,0
CRO,1992,3,12,0,39
CRO,1996,0,12,16,116
CRO,2000,9,0,1,14
CRO,2004,3,3,15,87
CRO,2008,3,2,0,9
CRO,2012,16,4,15,103
CRO,2016,2,15,7,82
CRT,1906,0,0,0,0
CUB,1900,0,1,1,8
CUB,1904,0,0,5,25
CUB,1924,0,0,0,0
CUB,1928,0,0,0,0
CUB,1932,0,0,0,0
CUB,1948,0,2,0,6
CUB,1952,0,0,0,0
CUB,1956,0,0,0,0
CUB,1960,0,0,0,0
CUB,1964,0,1,0,3
CUB,1968,0,10,0,30
CUB,1972,18,1,3,36
CUB,1976,14,4,6,56
CUB,1980,5,7,8,66
CUB,1992,14,13,42,263
CUB,1996,10,8,37,219
CUB,2000,12,35,18,207
CUB,2004,22,8,32,206
CUB,2008,11,34,2,123
CUB,2012,6,3,5,40
CUB,2016,4,2,5,35
CYP,1980,0,0,0,0
CYP,1984,0,0,0,0
CYP,1988,0,0,0,0
CYP,1992,0,0,0,0
CYP,1996,0,0,0,0
CYP,2000,0,0,0,0
CYP,2004,0,0,0,0
CYP,2008,0,0,0,0
CYP,2012,0,1,0,3
CYP,2016,0,0,0,0
CZE,1996,4,5,4,39
CZE,2000,4,3,2,23
CZE,2004,6,6,1,29
CZE,2008,0,4,3,27
CZE,2012,6,4,4,38
CZE,2016,12,2,1,23
DEN,1896,3,2,1,14
DEN,1900,2,3,4,31
DEN,1906,1,19,14,128
DEN,1908,3,14,0,45
DEN,1912,33,49,5,205
DEN,1920,1,44,26,263
DEN,1924,3,9,2,40
DEN,1928,4,5,6,49
DEN,1932,4,7,0,25
DEN,1936,3,3,0,12
DEN,1948,27,17,7,113
DEN,1952,5,1,3,23
DEN,1956,1,4,1,18
DEN,1960,4,17,2,65
DEN,1964,4,1,7,42
DEN,1968,6,6,5,49
DEN,1972,0,0,1,5
DEN,1976,5,0,3,20
DEN,1980,2,2,4,28
DEN,1984,10,3,0,19
DEN,1988,3,1,3,21
DEN,1992,9,2,3,30
DEN,1996,1,1,21,109
DEN,2000,4,3,18,103
DEN,2004,9,1,19,107
DEN,2008,6,7,6,57
DEN,2012,8,5,3,38
DEN,2016,16,10,15,121
DJI,1984,0,0,0,0
DJI,1988,1,0,0,1
DJI,1992,0,0,0,0
DJI,1996,0,0,0,0
DJI,2000,0,0,0,0
DJI,2008,0,0,0,0
DJI,2012,0,0,0,0
DJI,2016,0,0,0,0
DMA,1996,0,0,0,0
DMA,2000,0,0,0,0
DMA,2004,0,0,0,0
DMA,2008,0,0,0,0
DMA,2012,0,0,0,0
DMA,2016,0,0,0,0
DOM,1964,0,0,0,0
DOM,1968,0,0,0,0
DOM,1972,0,0,0,0
DOM,1976,0,0,0,0
DOM,1980,0,0,0,0
DOM,1984,1,0,0,1
DOM,1988,0,0,0,0
DOM,1992,0,0,0,0
DOM,1996,0,0,0,0
DOM,2000,0,0,0,0
DOM,2004,0,0,1,5
DOM,2008,0,1,1,8
DOM,2012,0,1,1,8
DOM,2016,1,0,0,1
ECU,1924,0,0,0,0
ECU,1968,0,0,0,0
ECU,1972,0,0,0,0
ECU,1976,0,0,0,0
ECU,1980,0,0,0,0
ECU,1984,0,0,0,0
ECU,1988,0,0,0,0
ECU,1992,0,0,0,0
ECU,1996,0,0,1,5
ECU,2000,0,0,0,0
ECU,2004,0,0,0,0
ECU,2008,0,1,0,3
ECU,2012,0,0,0,0
ECU,2016,0,0,0,0
EGY,1906,0,0,0,0
EGY,1920,0,0,0,0
EGY,1924,0,0,0,0
EGY,1928,1,1,2,14
EGY,1936,2,1,2,15
EGY,1948,1,2,2,17
EGY,1952,1,0,0,1
EGY,1956,0,0,0,0
EGY,1964,0,0,0,0
EGY,1968,0,0,0,0
EGY,1972,0,0,0,0
EGY,1976,0,0,0,0
EGY,1984,0,1,0,3
EGY,1988,0,0,0,0
EGY,1992,0,0,0,0
EGY,1996,0,0,0,0
EGY,2000,0,0,0,0
EGY,2004,3,1,1,11
EGY,2008,1,0,0,1
EGY,2012,0,2,0,6
EGY,2016,3,0,0,3
ERI,2000,0,0,0,0
ERI,2004,1,0,0,1
ERI,2008,0,0,0,0
ERI,2012,0,0,0,0
ERI,2016,0,0,0,0
ESA,1932,0,0,0,0
ESA,1968,0,0,0,0
ESA,1972,0,0,0,0
ESA,1984,0,0,0,0
ESA,1988,0,0,0,0
ESA,1992,0,0,0,0
ESA,1996,0,0,0,0
ESA,2000,0,0,0,0
ESA,2004,0,0,0,0
ESA,2008,0,0,0,0
ESA,2012,0,0,0,0
ESA,2016,0,0,0,0
ESP,1900,0,0,2,10
ESP,1920,0,23,0,69
ESP,1924,0,0,0,0
ESP,1928,0,0,3,15
ESP,1932,1,0,0,1
ESP,1948,0,3,0,9
ESP,1952,0,1,0,3
ESP,1956,0,0,0,0
ESP,1960,14,0,0,14
ESP,1964,0,0,0,0
ESP,1968,0,0,0,0
ESP,1972,1,0,0,1
ESP,1976,0,6,0,18
ESP,1980,3,19,2,70
ESP,1984,3,14,2,55
ESP,1988,2,2,1,13
ESP,1992,2,19,48,299
ESP,1996,22,21,23,200
ESP,2000,20,19,3,92
ESP,2004,9,17,4,80
ESP,2008,16,47,7,192
ESP,2012,25,33,5,149
ESP,2016,17,19,9,119
EST,1920,0,2,1,11
EST,1924,4,1,1,12
EST,1928,6,1,2,19
EST,1932,0,0,0,0
EST,1936,3,2,2,19
EST,1992,2,0,1,7
EST,1996,0,0,0,0
EST,2000,2,0,1,7
EST,2004,2,1,0,5
EST,2008,0,2,1,11
EST,2012,1,1,0,4
EST,2016,4,0,0,4
ETH,1956,0,0,0,0
ETH,1960,0,0,1,5
ETH,1964,0,0,1,5
ETH,1968,0,1,1,8
ETH,1972,2,0,0,2
ETH,1980,2,0,2,12
ETH,1992,2,0,1,7
ETH,1996,1,0,2,11
ETH,2000,3,1,4,26
ETH,2004,2,3,2,21
ETH,2008,2,1,4,25
ETH,2012,3,1,3,21
ETH,2016,5,2,1,16
EUN,1992,67,61,92,710
FIJ,1956,0,0,0,0
FIJ,1960,0,0,0,0
FIJ,1968,0,0,0,0
FIJ,1972,0,0,0,0
FIJ,1976,0,0,0,0
FIJ,1984,0,0,0,0
FIJ,1988,0,0,0,0
FIJ,1992,0,0,0,0
FIJ,1996,0,0,0,0
FIJ,2000,0,0,0,0
FIJ,2004,0,0,0,0
FIJ,2008,0,0,0,0
FIJ,2012,0,0,0,0
FIJ,2016,0,0,13,65
FIN,1906,1,1,2,14
FIN,1908,28,1,1,36
FIN,1912,22,40,9,187
FIN,1920,17,14,21,164
FIN,1924,15,13,24,174
FIN,1928,9,8,8,73
FIN,1932,16,8,5,65
FIN,1936,13,6,8,71
FIN,1948,8,8,17,117
FIN,1952,29,3,8,78
FIN,1956,22,1,3,40
FIN,1960,4,1,1,12
FIN,1964,2,0,3,17
FIN,1968,1,2,1,12
FIN,1972,6,1,3,24
FIN,1976,0,2,4,26
FIN,1980,5,1,3,23
FIN,1984,6,2,4,32
FIN,1988,2,1,1,10
FIN,1992,2,4,1,19
FIN,1996,1,2,1,12
FIN,2000,1,1,3,19
FIN,2004,0,2,0,6
FIN,2008,2,2,1,13
FIN,2012,4,1,0,7
FIN,2016,1,0,0,1
FRA,1896,2,4,5,39
FRA,1900,82,101,52,645
FRA,1904,0,2,0,6
FRA,1906,28,16,20,176
FRA,1908,23,5,12,98
FRA,1912,5,11,10,88
FRA,1920,57,71,13,335
FRA,1924,22,51,37,360
FRA,1928,14,24,12,146
FRA,1932,6,8,26,160
FRA,1936,18,13,13,122
FRA,1948,24,22,26,220
FRA,1952,17,9,14,114
FRA,1956,13,13,7,87
FRA,1960,6,6,0,24
FRA,1964,17,13,1,61
FRA,1968,10,5,12,85
FRA,1972,15,5,2,40
FRA,1976,8,7,5,54
FRA,1980,6,5,18,111
FRA,1984,31,16,20,179
FRA,1988,13,4,12,85
FRA,1992,43,5,9,103
FRA,1996,20,10,21,155
FRA,2000,14,30,22,214
FRA,2004,22,10,21,157
FRA,2008,28,24,25,225
FRA,2012,22,30,30,262
FRA,2016,21,55,20,286
FRG,1968,18,16,17,151
FRG,1972,39,19,44,316
FRG,1976,32,25,21,212
FRG,1984,53,75,30,428
FRG,1988,46,37,32,317
FSM,2000,0,0,0,0
FSM,2004,0,0,0,0
FSM,2008,0,0,0,0
FSM,2012,0,0,0,0
FSM,2016,0,0,0,0
GAB,1972,0,0,0,0
GAB,1984,0,0,0,0
GAB,1988,0,0,0,0
GAB,1992,0,0,0,0
GAB,1996,0,0,0,0
GAB,2000,0,0,0,0
GAB,2004,0,0,0,0
GAB,2008,0,0,0,0
GAB,2012,0,1,0,3
GAB,2016,0,0,0,0
GAM,1984,0,0,0,0
GAM,1988,0,0,0,0
GAM,1992,0,0,0,0
GAM,1996,0,0,0,0
GAM,2000,0,0,0,0
GAM,2004,0,0,0,0
GAM,2008,0,0,0,0
GAM,2012,0,0,0,0
GAM,2016,0,0,0,0
GBR,1896,3,3,3,27
GBR,1900,15,34,59,412
GBR,1904,0,1,1,8
GBR,1906,8,22,9,119
GBR,1908,90,131,147,1218
GBR,1912,59,64,47,486
GBR,1920,17,42,52,403
GBR,1924,19,30,15,184
GBR,1928,24,27,7,140
GBR,1932,14,12,9,95
GBR,1936,8,16,12,116
GBR,1948,12,42,7,173
GBR,1952,26,2,3,47
